首字母,词条,文献,
,,"2006，申卫星.溯源求本道“权利”[J].法制与社会发展,2006(05):79-87.",
,,"2008，董长春.近代西方“权利”概念的中国化[J].学习与探索,2008(06):123-127.",
,,"2008，李中原.Ius和right的词义变迁 谈两大法系权利概念的历史演进[J].中外法学,2008(04):533-551.",
,,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,,"2010，顾红亮.梁启超《新民说》权利概念的多重含义[J].江苏社会科学,2010(06):182-188",
,,2012，鲁纳，中国政治话语中的“权力”与“权利”，载[德]郎宓榭 [德] 阿梅龙 [德] 顾有信 著 赵兴胜译《新词语新概念：西学译介与晚清汉语词汇之变迁》，济南：山东画报出版社，128-149,
,,"2014，李康宁.“权利”在中国的诞生、成长与成型——从语汇到观念和制度的历史进路[J].甘肃政法学院学报,2014(01):1-15.",
,,2015，Joshua A. Fogel - The Emergence of the Modern Sino-Japanese Lexicon_ Seven Studies-Brill Academic Pub,
,,"2016，喻中.论梁启超对权利义务理论的贡献[J].法商研究,2016,33(01):183-192",
,,2017，王群. 《日本变政考》中的近代新汉字词及其变迁[D].吉林大学硕士论文,
,,"2018，牛冬娅.试论西周与严复对right翻译的比较研究[J].普洱学院学报,2018,34(04):83-84.",
,,2018，王長汶，近代中日における「権利」の概念史，クロスカルチャー出版,
,,2019，谷口知子，《万国公法》中right的译词：“权利”与“权”，孙江主编：亚洲概念史研究（第5卷），商务印书馆，21-39,
,,2019，沈国威，一名之立 旬月踟蹰：严复译词研究，社会科学文献出版社,
,,"2019，熊道宏.近代中国“权利”概念的本土化建构——再论严复对卢梭“民约”思想的批判[J].探索与争鸣,2019(02):131-140+144.",
,,"2020，林来梵.权利概念的移植交流史[J].中外法学,2020,32(02):402-417.",
,,"2020，张梦婉,瞿郑龙.现代中国权利文化的孕育及其基调——“权利”概念的历史生成及其主要特质[J].人权研究(辑刊),2020,23(01):359-394+573-574.",
,,"2021，童之伟.中文法学中的“权利”概念 起源、传播和外延[J].中外法学,2021,33(05):1246-1264.",
,群,"1984，陈旭麓.戊戌时期维新派的社会观——群学[J].近代史研究,1984(02):161-175.",
,,"2006，陈倩.梁启超“群”概念中的精英性[J].世纪桥,2006(12):83-87",
,,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,,"2010，夏锦乾.论“群”与“社会”的路向分殊及其与巫术的关系[J].学术研究,2010(02):48-59.",
,,"2013，王韬.论中国近代思想概念的“群”与“独”——以“启蒙”为中心[J].江海学刊,2013(03):61-66.",
,,"2018，杨玲.严复“群”观念的中西融通[J].学习与探索,2018(03):47-53.",
,,"2021，马学军.民本、有机与演化:严复“群学”思想探究[J].社会学评论,2021,9(02):51-69.",
,,"2021，吴攀.“群”观念与严复的现代国家想象[J].天津社会科学,2021,No.237(02):137-144.",
,群学,"1984，陈旭麓.戊戌时期维新派的社会观——群学[J].近代史研究,1984(02):161-175.",
,,"1985，王宏斌.戊戌维新时期的“群学”[J].近代史研究,1985(02):240-249.",
,,"1985，王宏斌.二十世纪初年的“群学”[J].史学月刊,1985(05):60-65.",
,,"1988，陈树德.“群学”译名考析[J].社会学研究,1988(06):74-78.",
,,"2003，姚纯安.清末群学辨证——以康有为、梁启超、严复为中心[J].历史研究,2003(05):15-24+189.",
,,"2010，李冰.论“群学”之流变[J].鸡西大学学报,2010,10(06):70-71.",
,,"2011，聂磊.“Sociology”到“群学”——对严复“sociology”的译法探究[J].群文天地,2011,No.221(06):239-240.",
,,"2012，罗东,龙欢.近代中国社会学启蒙:社会思想的社会学化——“群学”与“社会学”的文献述评[J].黑河学刊,2012,No.180(07):190-192.",
,,"2013，刘祥,周慧.谭嗣同之“群学”、“社会学”辨析——兼论中国社会学一词的起点[J].社会学研究,2013,28(04):229-241+246.",
,群治,"2020，解维.近代“群治”概念的生成与展开[J].人文论丛,2020,33(01):388-397.",
,群众,2003，李博（Wolfgang Lippert）著赵倩等译，汉语中的马克思主义术语的起源与作用，中国社会科学出版社,
,,"2005，丛日云.当代中国政治语境中的“群众”概念分析[J].政法论坛,2005(02):16-25.",
,,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,,"2013，李里峰.“群众”的面孔——基于近代中国情境的概念史考察[J].新史学,2013,7(00):31-57.",
,,2018，李里峰，中国政治中的群众话语：一项概念史的考察，现代国家治理 第1辑，南京大学出版社，253-293,
,,"2022，李晔.近现代“群众”观念及其内在张力——“群众”概念两个层面的现代转换[J].江海学刊,2022(03):132-143+255-256.",
,,,
R,,,
,燃烧,2021，安部清哉編，『明治初期理科教科書の近代漢語：中川重麗『博物学階段』にみる実態』，花鳥社,
,热带,2009，沈国威，前後期漢譯西書譯詞的傳承與發展——以，智環啟蒙塾課初步，(1856年)中的五帶名詞為例，中华文史论丛2009年第2期，247-276,
,,2010，沈国威，近代中日词汇交流研究，中华书局,
,,2018，荒川清秀，日中漢語の生成と交流・受容 : 漢語語基の意味と造語力，白帝社,
,,2020，沈国威，新语往还——中日近代语言交涉史，社会科学文献出版社,
,热射病,"2018，黄世亮,雷二庆.“热射病”词源考[J].军事医学,2018,42(06):450-452.",
,热学,2019，冯珊珊. 近代西方热学在中国的传播（1855-1902）[D].内蒙古师范大学博士论文,
,人称,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,人道,2020，邱伟云，天道、公道、人道：数码人文视野下中国近代“道”的概念转型与变迁研究，新亞學報 37卷，427-508,
,,2023，邱伟云，道不远人：中国近代“道”概念的盈虚消长，中西书局,
,人道主义,"2018，沈顺福.Humanism:人文主义还是人道主义[J].学术界,2018(10):121-132.",
,,"2019，余畅.人道主义概念在五四初期的翻译、重构和播散——以新文化派的人道主义言说为例[J].南京师范大学文学院学报,2019(01):82-90.",
,,2019，余畅.人道主义概念在现代中国的翻译、重构和播散（1900-1929）[D].上海外国语大学博士论文,
,人格,2019，陳力衛，近代知の翻訳と伝播―漢語を媒介に，三省堂,
,人类学,"1992，张寿祺.19世纪末20世纪初“人类学”传入中国考[J].社会科学战线,1992(03):319-327.",
,人脉,"2012，彭广陆.从汉语的新词语看日语的影响——说“人脉”[J].日语学习与研究,2012(04):1-11.",
,人民,2003，李博（Wolfgang Lippert）著赵倩等译，汉语中的马克思主义术语的起源与作用，中国社会科学出版社,
,,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,,"2016，郭忠华.20世纪上半期的“人民”语义与国家建构[J].政治学研究,2016(06):60-70+126-127.",
,,"2019，张丽婷,靳书君.《共产党宣言》汉译本中“人民”概念的演进发展史探究[J].理论导刊,2019(01):78-83.",
,,"2022，刘培卿.当代中国语境下的“人民”概念：古今之辨与理论审思[J].荆楚学刊,2022,23(04):13-19.",
,,"2022，金德楠.马克思主义人民概念与近代中国的革命逻辑[J].科学社会主义,2022(01):65-72.",
,,"2023，秦肯.流动的“人民”——以清末民初杨度为中心的观念史考察[J].华夏传播研究,2023(01):110-120.",
,人权,"2005，黎晓平.中国现代人权观念的起源[J].中国法学,2005(01):145-156.",
,,2006，蒋浩. 人权概念的演变与诠释[D].西安建筑科技大学硕士论文,
,,"2007，张丽清,刘霞.个人正当权利理论在近代中国的嬗变——以民权、人权概念运演为例[J].社会科学论坛(学术研究卷),2007(06):4-9.",
,,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,,"2010，王亚松. “人权”概念的渊源及中西流变[C]//.伦理学与德育研究（2010年卷 总第五辑）.,2011:118-129.",
,,2014，苏秀. 人权概念在中国的起源和发展[D].山东师范大学硕士论文,
,人文主义,2009，章可. 现代中国“人文主义”的起源：以译词为中心的研究（1901-1922）[D].复旦大学博士论文,
,,2015，章可，中国“人文主义”的概念史（1901-1932），复旦大学出版社,
,,"2018，沈顺福.Humanism:人文主义还是人道主义[J].学术界,2018(10):121-132.",
,人种,2023，孙江，人种，江苏人民出版社，学衡尔雅文库,
,认识,"2020，肖江乐.中日近代词汇环流个例研究——“认识”词义的演变[J].高等日语教育,2020(01)，91-102+161.",
,软骨,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,软木塞,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,锐尖,2021，安部清哉編，『明治初期理科教科書の近代漢語：中川重麗『博物学階段』にみる実態』，花鳥社,
,弱小民族,2023，陈硕文，犹有哀弦 复活华士：“弱小民族文学”译介与现代中国，亚洲概念史研究第11卷，商务印书馆，36-51,
,弱小民族文学,2023，陈硕文，犹有哀弦 复活华士：“弱小民族文学”译介与现代中国，亚洲概念史研究第11卷，商务印书馆，36-51,
,,,
S,,,
,三育,2016，冯天瑜等著，近代汉字术语的生成演变与中西日文化互动研究，经济科学出版社,
,三角关系,2018，清地ゆき子，近代訳語の受容と変容，民国期の恋愛用語を中心に，白帝社,
,三权分立,2015，Joshua A. Fogel - The Emergence of the Modern Sino-Japanese Lexicon_ Seven Studies-Brill Academic Pub,
,散文,"2022，蔡西希.“essay”译名演变与中国散文的现代转型[J].华中学术,2022,14(02):97-108.",
,上（接尾辞）,"2012，金曘泳，明治期における漢語系接尾辞の競合関係に関する一考察—「−的」と「−上・−風・−性」の比較を中心に—	日語日文學硏究［日語日文学研究］82卷，167-189",
,,"2024，薛桂谭.汉日语言接触视角下“抽象名词+上”结构的演化——基于清末日译汉文本的实证研究[J].日语学习与研究,2024,(03):35-46.",
,上层建筑,2003，李博（Wolfgang Lippert）著赵倩等译，汉语中的马克思主义术语的起源与作用，中国社会科学出版社,
,上帝,"2010，赵稀方.译名之争——“God”的汉译[J].东方翻译,2010(03):46-49.",
,,2012，孙清海. 语言中的“上帝”：经验指称与情感赋义[D].山东大学博士论文,
,,"2014，李鸣.浅析《东西洋考每月统记传》“上帝”的色彩[J].青年作家,2014(18):177.",
,,"2015，刘念业.“God”汉语译名之嬗变——兼论晚清《圣经》汉译活动中的“译名之争”[J].外国语文,2015,31(04):116-122.",
,少数民族,"2011，杨思机.“少数民族”概念的产生与早期演变——从1905年到1937年[J].民族研究,2011(03):1-11+108.",
,失禁,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,失恋,2018，清地ゆき子，近代訳語の受容と変容，民国期の恋愛用語を中心に，白帝社,
,石膏,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,石蕊,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,石油,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,食疗,"2022，皮国立.“食疗”：近代一个中西医汇通名词的诞生[J].医疗社会史研究,2022(01):24-55+322.",
,社,2024，安部清哉編著，日本語における漢語語基史と新漢語史のための基礎的調査研究――漢字・漢語の“気づかない近代化”――，学習院大学東洋文化研究所,
,社会,2003，李博（Wolfgang Lippert）著赵倩等译，汉语中的马克思主义术语的起源与作用，中国社会科学出版社,
,,"2003，冯天瑜.经济·社会·自由:近代汉字术语考释[J].江海学刊,2003(01):22-26.",
,,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
